miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-331-5p	1.123138	2.109546	1.531626	1.392939	3.017956	2.067584	0.835579	1.694394	1.170754	1.621056	1.773945	3.153191	4.23599	1.021643	2.411304	1.121815	1.653867	1.585641	1.473831	0.565077	2.074416	2.05998	1.078618	3.653053	2.448552	0.469461	3.639615	1.480962	3.268116	2.52302	1.116333	1.388538	2.669521	1.465701	1.68117	0	1.9229	2.5729	3.703091	1.679857	4.313147	0.718787	2.454673	1.4163	1.866179	4.0463	1.512063	3.313817	1.281669	0.459934	0.983433	0.437648	2.113719	2.288873	0.5963	0.664914	0.67736	4.435678	0.452894	1.600439	0.592182	1.395377	0.713498	1.591168	1.780122	0.302177	1.319795	0.725184	1.813526	3.252252	0.95502	1.702952	1.082728	1.68102	0	1.229896	0.684688	1.51669	1.894476	1.0039	1.949254	0.387856	0	2.443142	1.108208	2.690223	1.585997	1.395738	3.709535	1.016252	1.314516	0.806877	0.651108	1.888759	1.021974	1.474405	0	0	0.884877	0.379291
hsa-miR-335-3p	16.472688	21.564256	49.01205	45.038331	2.586821	4.962199	21.725039	6.212772	12.409986	8.645629	3.991377	17.657872	5.08319	1.605441	8.439564	13.461764	4.410311	8.562463	32.129596	50.291862	45.118561	23.689771	14.561354	9.497942	17.956047	1.408383	22.565608	14.315968	10.349034	25.734792	17.117101	12.034005	4.004284	7.328502	4.62322	3.845173	20.959619	5.145799	67.485641	16.798574	10.782864	25.876337	7.930483	193.088927	1.599582	8.497231	3.780159	46.807675	14.09835	43.693709	13.76807	18.381211	38.751524	45.014537	52.474438	16.622838	47.07653	40.660384	33.061235	19.205288	17.370633	38.37289	36.031664	14.775122	24.130558	16.619739	31.675037	32.875009	48.965219	27.644155	34.699042	25.922698	28.421603	52.111634	17.224339	29.21006	54.090416	37.700577	29.364375	68.265226	42.233845	26.762089	23.286402	60.380508	18.285459	23.478307	31.719918	52.805398	54.159205	33.02817	44.693574	26.895912	57.62304	29.84238	46.806355	31.699747	25.596217	14.023785	61.941438	29.20543
hsa-miR-335-5p	3.743792	9.610158	7.14759	18.108196	0.862274	2.067583	5.681933	1.411994	3.980562	1.621056	0.886973	1.261276	1.694396	0.583796	2.411304	3.141078	0.551289	3.48841	11.790677	15.822159	6.223249	5.14995	5.932402	6.940804	9.794208	0	3.639615	4.442886	5.44686	9.587472	3.348999	2.314231	1.33476	2.931401	1.891317	0.591566	5.191833	3.08748	4.533093	3.359715	3.594288	11.859989	1.132926	19.828202	0.266597	6.069452	1.66327	45.97922	2.81967	11.958279	6.337682	7.002366	11.977743	26.957858	26.237217	4.654395	9.483042	19.221273	10.416555	6.630398	5.527019	9.767645	19.264453	5.000812	11.669693	8.763134	12.538037	19.579968	27.565605	24.717128	9.868535	9.082405	11.368642	17.650714	9.118767	11.376549	25.675828	17.983609	10.735364	30.618963	22.091549	10.084265	9.314561	20.592196	8.311571	8.070668	17.97462	7.676556	57.126833	8.638137	8.872988	11.296282	16.928803	13.976811	18.191117	20.887427	8.352449	8.899709	13.568123	15.930234
hsa-miR-337-3p	10.10824	22.267438	38.801206	28.323076	7.760458	1.654067	26.905624	9.036759	6.322069	0	1.995689	1.891915	12.707976	10.070494	3.616956	28.718431	3.859022	5.391182	14.885729	6.215848	11.927896	25.234756	8.089641	9.863247	22.85315	0.469461	32.028605	23.695395	9.804348	14.633509	6.325885	1.388539	0.66738	11.237036	15.34069	5.915652	8.076184	2.5729	10.151577	10.289126	22.284588	8.266053	1.321747	15.107202	8.531106	2.02315	9.677206	9.941453	1.281668	12.878147	6.884034	7.658838	15.500609	20.599871	51.878137	14.628098	39.286888	32.528308	23.55047	12.574891	12.238401	34.884445	9.988975	18.184765	22.152643	22.663278	18.69707	28.765632	28.291016	24.391901	3.820079	39.735522	14.616825	17.650714	15.704545	20.600781	33.54975	84.501294	26.522662	15.811431	14.944282	12.79926	9.702669	44.674596	31.306925	22.010912	24.318603	60.481953	34.127719	10.162514	11.173392	15.868589	25.06765	18.887582	12.468069	14.006864	8.891318	5.393763	7.37398	11.37874
hsa-miR-337-5p	0	0	0	0	0	0	0.167116	0	0	0	0	0	0	0	0	0	0	0	0.147383	0	0	0	0	0.365305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127693	0	0	0	0	0	0	0	0	0	0	0.459934	0	0.218824	0	0.508639	0	0.332457	0	0	1.358682	0	0.394788	0.348844	0	0	0.395582	0	0	0.483456	0	0	0	0	0	0	0	0	0.342344	0.86668	0	0	0.649751	0.387856	0	0.698041	0	0.244566	0.528666	0.232623	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-338-3p	448.880756	293.227015	512.073812	152.758876	366.466033	521.444349	312.339203	334.360041	437.159338	384.730522	443.929901	261.084255	142.329337	305.471678	183.259118	314.10784	704.547196	303.8089	382.607511	224.900687	549.720394	447.359011	197.387259	359.095284	395.849217	162.433461	243.126225	572.638728	260.904614	806.861401	421.973745	403.602056	411.44024	523.743615	424.916138	381.855281	433.421862	473.928041	251.427111	762.235294	307.671073	380.597779	269.447622	371.542751	340.711051	220.118775	494.293548	549.679512	472.935531	154.997687	166.091012	122.103757	391.038111	138.095446	122.241588	243.358346	163.921156	127.89539	678.887547	144.954209	370.112883	442.334785	259.356637	217.307942	190.077593	120.870825	647.138567	965.945116	88.500101	120.658606	133.066057	131.316437	260.666695	187.433783	160.591625	120.837413	96.541122	104.218262	100.091472	390.266282	181.93041	220.302419	303.887549	137.16497	185.902184	220.598251	315.877512	131.431937	287.117974	143.799572	419.002261	44.647215	313.508404	98.593179	585.999218	89.201614	197.495019	271.575997	124.767754	83.064795
hsa-miR-338-5p	2.995034	1.17197	1.531627	0.464313	3.017956	3.308133	3.342314	3.953582	1.404904	0	5.100093	2.522554	1.694397	2.335187	2.00942	3.36544	1.102578	2.854155	3.38982	0.565077	1.555812	2.74664	2.696547	2.191833	3.264736	0	0.727923	3.455578	2.178744	1.009208	2.232666	1.851385	3.003213	4.397101	4.833367	5.028303	2.307481	5.145798	1.979239	4.409625	0.718858	2.156361	2.265852	2.3605	4.798747	2.83241	5.292221	6.213408	6.408341	0.919868	1.092703	0.437648	4.932012	1.017277	1.192601	2.327198	4.402841	1.478559	9.510766	1.371806	4.934839	1.744221	0.713498	1.136548	2.373497	1.813062	3.739414	6.526656	1.813526	1.951352	0.95502	0.756868	2.436138	0.84051	1.519794	1.844846	0.684689	2.1667	2.210222	2.007801	0	1.939281	2.716747	0.34902	1.939366	2.445657	5.286653	1.860983	1.483814	1.016252	2.957663	0.806877	1.62777	0.755503	1.635157	0.982938	1.886037	1.078753	0.884877	1.137874
hsa-miR-339-3p	7.487586	6.797428	12.763555	7.429002	9.485005	4.135167	8.188669	10.166353	3.746411	5.943872	7.539269	12.612767	15.249573	6.567713	8.439564	7.40397	3.307734	3.171283	6.48487	5.085693	8.297666	9.26991	10.246879	6.940803	3.264736	10.32814	23.29353	9.379426	14.161836	5.550643	7.070108	6.017003	9.67702	4.885669	12.39864	9.760826	3.46122	12.349918	4.78848	4.199644	16.533727	3.95333	5.66463	2.8326	5.33194	9.711122	19.505619	23.610951	4.87034	9.198676	7.648927	4.37648	4.932013	9.918456	9.540805	8.643878	7.78964	7.392798	9.057874	7.087665	6.1192	4.186131	14.626716	7.955836	10.482948	13.597967	4.839244	5.076288	8.704927	13.659464	4.138419	8.703972	3.518866	4.622805	11.651756	12.298973	11.982053	11.05017	8.840888	8.784127	9.746271	5.042132	4.657281	4.537263	6.095152	12.228285	8.458646	7.211311	5.935256	0.508126	5.258068	6.723979	6.185525	4.155268	6.336233	5.406157	3.772076	3.505947	3.834469	2.655039
hsa-miR-339-5p	20.59086	32.346386	64.328316	77.54022	22.419101	25.638026	19.886765	48.572573	27.863933	25.936889	17.9612	31.531914	33.040739	28.022246	34.96391	29.840245	22.602845	22.833237	10.022075	30.514163	53.93483	29.526381	44.223375	30.68566	66.927084	32.862261	102.637119	24.18905	41.940824	33.303848	40.187977	12.496852	25.69416	20.519806	27.739332	25.141517	20.575039	18.524875	21.580082	13.438859	178.276698	17.610286	36.631281	60.428809	34.124424	64.740815	80.139364	257.235098	27.427698	52.432453	17.592535	14.661204	16.909756	31.281289	20.274214	18.285123	14.901923	74.66725	29.89098	26.064321	16.778451	14.302623	49.588132	14.320503	16.614481	40.491727	24.416174	42.302401	59.846381	102.445987	13.688614	11.920657	21.654554	16.810204	34.448677	28.902588	20.540664	23.400358	16.734537	32.375788	53.929372	31.804222	23.286401	78.878584	25.488825	60.652291	46.258213	11.631144	96.447899	17.7844	15.774202	11.027324	13.022157	16.998824	21.461431	13.269661	11.046789	15.641913	12.683245	17.826692
hsa-miR-33a-3p	1.497517	0	2.042168	1.85725	1.29341	0.827034	0.501347	0.847197	0.468302	1.080704	0.443486	0	0	1.313543	1.607536	0.448725	0.551289	0.951385	1.031683	0	0.518604	0.34333	0.539309	1.461222	2.448552	0.469461	1.455846	0.987308	4.357488	0.504604	0.744222	0.462846	0.33369	1.4657	0.630439	0.887349	0.38458	0	0.510771	1.049911	1.437716	1.437575	0.377642	0	0	0.40463	0.151206	2.071136	0.256334	0	0.10927	1.09412	1.409146	1.780236	3.577802	1.329827	0.33868	0	1.811575	1.60044	0.986968	0.348844	0.356749	0.681929	1.780122	2.417416	1.319793	0.725184	2.901642	1.951352	0	0.756868	1.082728	0.420255	0	0.922423	1.027033	1.73336	2.210222	0.250975	1.299502	1.163569	0.776214	1.047061	1.662315	1.222829	2.378994	1.395738	2.225721	0.508126	1.314517	0.537918	1.62777	1.511007	0.817579	0.737203	1.616603	1.078753	1.769755	1.137874
hsa-miR-33a-5p	2.620655	4.453488	4.084337	10.679193	6.035913	2.894617	15.541757	12.425543	6.087919	2.70176	5.987066	17.027233	5.930388	3.50278	2.00942	17.051568	4.410312	2.219898	13.264513	3.390462	1.037208	3.604965	13.482735	3.653054	0	5.16407	24.749376	5.430195	22.332127	5.046038	2.976888	1.388539	5.339047	10.748469	9.666737	3.845173	4.230382	3.602059	1.021543	3.359715	10.782865	1.437575	3.209957	7.081501	1.599582	2.42778	2.268095	20.297133	0.769001	2.29967	38.790993	10.503549	11.977744	25.686261	7.155606	19.947406	10.160402	53.228139	44.383576	28.579299	20.134143	5.232667	38.17216	17.048219	26.701845	59.528882	19.356967	12.569856	89.588217	87.810846	3.183399	7.757887	8.39114	7.564592	23.303516	23.060575	32.180374	14.516889	18.629012	16.062406	38.335335	6.593558	8.926455	26.525541	40.172603	60.652291	47.84421	12.561637	42.288694	5.589383	10.844764	1.613755	5.534416	4.533021	16.147171	6.63483	11.046789	3.775634	8.553818	5.310079
hsa-miR-33b-3p	0	0	0	0	0	0	0.167116	0	0.234151	0	0.221743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33369	0.488567	0	0.887348	0.19229	0	0.319232	0.209982	0	0	0	0	0.533194	0.40463	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457269	0	0	0	0	0.197791	0.302177	0	0	0	0.325225	0	0.189217	0	0	0	0	0.342344	0.43334	0.315746	0	0	0	0	0	0	0.733697	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379291
hsa-miR-33b-5p	1.497517	1.17197	0.510542	0.928625	3.449093	0.413517	1.50404	3.106386	3.27811	1.621056	1.330458	7.56766	0	0.729745	6.832028	2.243627	1.653867	1.268513	0	2.825385	0.518604	1.02999	4.853784	0	0	2.816765	5.09546	3.455578	8.17029	1.009208	0.744222	0.462846	4.004284	0.488567	3.362343	2.366261	1.15374	2.5729	0.574617	0.839929	2.156573	0	1.88821	1.8884	1.332985	2.832411	1.965682	9.527225	1.025335	1.839735	1.966868	0.656472	0	0.254319	0.5963	0	0.33868	0.73928	1.811575	2.286343	0.592182	0	1.426996	0.454619	2.571288	2.719593	1.099828	0.725184	2.901643	1.951352	0	0.378434	0.270682	0.420255	2.53299	0.922423	2.054066	0.65001	2.525968	0.752925	1.299503	0	0.776214	1.745101	1.939366	3.42392	2.643327	0.465246	4.451442	0	0.657258	0	0.651108	0	0.613184	0	0.538868	0.809064	0.294959	0.379291
hsa-miR-340-3p	12.354515	5.625457	15.316264	17.17957	12.071823	11.578464	5.01347	9.319158	8.195276	9.726334	9.7567	9.459575	6.777587	7.005562	5.626376	9.647598	6.615467	10.148105	4.126736	7.911079	10.890688	8.23992	8.089641	7.306108	24.485518	10.328139	9.462997	11.847698	15.795896	2.52302	11.907549	8.331235	8.008567	10.259903	10.507321	8.577694	5.576412	14.922815	8.236183	8.609269	11.501724	9.703626	10.385157	13.690902	16.795615	21.850026	9.223585	26.510541	14.611016	10.118543	3.278113	4.37648	8.454879	5.849348	5.963003	2.659655	5.080201	5.914239	7.246299	2.514978	3.553085	5.930356	4.994488	3.409644	4.351411	6.345718	4.839242	10.394304	6.16599	5.528831	3.501739	5.29807	4.060229	5.463316	2.532991	4.612115	3.0811	4.98341	3.788952	5.019501	7.797018	8.144984	4.269173	9.423547	4.986944	5.869578	3.700658	3.95459	5.935256	4.573131	4.272179	2.151673	3.581093	5.288523	3.474709	3.440282	2.424905	2.157505	1.474796	3.413622
hsa-miR-340-5p	35.566031	23.205016	26.548194	36.680703	7.329321	18.194728	6.851744	7.907163	26.927331	43.768501	8.647985	7.56766	5.930389	22.184279	21.701738	8.525784	19.8464	21.247595	4.27412	31.644318	14.520915	16.308176	7.550332	27.032605	31.831174	7.980835	10.918843	4.442886	10.349034	16.651925	30.513094	17.125316	6.673808	4.885668	7.775419	10.056608	21.72878	16.466556	13.280051	20.158289	6.469719	20.485433	23.60263	18.884003	32.79144	44.91394	18.749586	28.581677	22.813692	19.317218	4.917169	12.035316	7.045732	7.629582	12.522309	3.657025	1.35472	2.957119	4.076043	2.972247	2.763509	10.116489	13.199719	2.045787	3.164663	1.813062	11.658173	15.228864	4.352464	1.300901	7.958497	10.974571	10.556596	13.448163	2.026392	1.844846	4.108132	5.20008	5.999174	20.830933	10.396024	10.084265	6.597814	17.800035	3.878735	2.690222	5.815319	4.88508	5.193348	4.573131	12.159281	2.689591	11.71994	5.666275	12.059279	8.109238	9.699619	9.978462	5.309266	6.447952
hsa-miR-342-3p	92.097303	102.430219	374.227422	257.229233	144.861868	106.273752	103.611722	132.162584	95.767634	135.628316	111.315091	160.182127	202.480428	102.310388	165.57622	277.536714	139.476089	123.362904	93.883274	255.41485	231.816053	200.504729	146.152861	176.807848	159.972054	151.166399	128.842342	76.516381	403.067671	147.848899	184.939111	101.36336	140.149961	88.91916	92.464441	154.102712	88.261151	156.432275	264.324082	114.230303	296.16935	138.366521	115.747297	262.487636	137.297488	339.080024	76.812824	427.89671	238.133934	163.736431	38.790992	38.294188	57.775	49.592287	95.408067	41.557096	94.49174	116.066912	67.028258	46.641416	37.504773	58.954713	97.392519	38.415317	48.458905	43.815673	59.610658	124.489923	95.754206	73.175705	25.148848	53.359128	45.203882	106.324544	45.593838	82.710594	101.333946	116.568451	42.625706	86.837385	111.757252	50.033471	46.960911	186.027812	56.241645	55.516412	84.057782	88.861946	97.189805	30.487542	36.806472	12.10316	37.764252	15.487818	48.441513	21.378899	31.254329	36.407905	16.517718	19.343855
hsa-miR-342-5p	10.10824	6.797428	27.569276	15.786631	6.035913	11.991981	8.690014	8.47196	9.131878	16.210557	9.7567	13.243404	12.707975	8.173154	12.860288	22.436274	9.371913	7.611078	7.516556	20.342775	13.483708	9.441575	11.325498	16.438745	16.32368	15.961671	13.830533	8.392118	35.949278	9.082869	10.046995	4.628463	15.016066	9.28277	8.82615	10.648173	5.960992	13.893658	23.495473	8.399287	7.188579	7.906659	7.175198	10.3862	9.330897	17.399094	3.326539	13.669497	20.250355	5.519206	2.185408	1.312944	2.113719	3.560471	6.559302	4.986852	9.144361	6.653517	5.434724	3.429514	2.17133	2.44191	2.497243	3.409644	4.35141	2.719593	2.639587	5.318016	6.165989	1.95135	1.27336	3.216686	3.518866	9.245612	3.546188	6.764436	3.765788	8.6668	2.841714	4.0156	7.147264	2.714995	2.716748	7.678447	6.372204	2.934789	2.907661	5.815573	5.935256	3.556879	4.600809	1.075836	4.232202	3.022014	1.839551	3.686015	2.155472	2.696882	2.654632	1.896457
hsa-miR-345-5p	8.610724	6.32864	16.337351	13.000756	11.640687	7.443298	8.355784	14.119934	6.556221	5.403519	16.187255	6.937021	7.624786	7.297459	16.075361	9.647598	2.756445	6.342565	3.979353	12.431696	14.002311	8.23992	8.089641	4.01836	9.794208	7.041913	8.007151	8.392119	38.672709	6.055246	11.163327	3.702771	11.679163	6.839936	9.876884	9.760825	5.191832	8.233277	4.852326	5.879501	12.220581	4.672117	5.286989	14.635102	10.130688	13.757423	30.997302	28.167449	8.459011	5.979139	13.549528	8.315309	14.091463	16.530762	16.100112	17.620208	14.901923	45.096061	38.948853	22.177536	18.554993	8.372267	17.123959	10.68355	16.614481	43.513497	13.197932	10.394304	38.08406	53.662184	7.003477	6.622587	8.661822	9.245613	31.915686	24.597945	18.486598	14.083549	24.943931	10.540954	23.391051	9.696409	11.643202	25.478481	18.562514	41.576168	44.143552	11.165899	34.869625	8.130011	10.187505	3.496469	11.394387	3.777518	14.30762	6.143361	6.466413	5.93314	8.848776	6.827244
hsa-miR-346	0	0	0	0	0	0	0.167116	0	0	0.540352	0.443486	0	0	0	0	0.224363	0.551289	0.317128	0.294767	1.130154	0	0	0	0	0	0.469461	0	0	1.089372	0	0	0	0	0	0.210146	0.295783	0	0	0	0	0.718858	0	0	0	0	0	0.907238	0	0	0	0	0	0	0	0	0.332457	0.33868	0	0	0.228634	0.197394	0.348844	0	0.22731	0	0	0	0.725184	0	0	0	0	0.270682	0	0	0	0	0.43334	0	0	0	0.387856	0	0	0	0.244566	0	0	0	0	0.328629	0.537918	0	0.377752	0	0.245734	0.269434	0	0	0
hsa-miR-34a-3p	0.748758	0.234394	1.021084	0.464313	1.29341	0.827034	0.334232	0.564798	1.170754	1.080704	0.886973	0	0.847198	1.60544	0	0.897452	0	0.951384	0.884299	2.825385	0.518604	0.858325	3.235856	0.73061	0	0.469461	0	0.987308	1.089372	3.027623	2.604777	0.462846	0.66738	0	1.471024	0.295783	1.53832	0.51458	1.149233	0.419964	0	0.718788	0	1.4163	0.266597	1.21389	0.604824	1.242682	1.281668	0.919868	0.21854	0	0	1.017276	0	0	0	0.73928	0	0.228634	0	0.348844	0.356749	0	0	0.302177	0.219966	0.483456	0	0.325225	0.95502	0.189217	0	0	0.506598	0	1.369376	0.65001	0	0.250975	1.299502	0.387856	0.388107	1.047061	0	0	0.264333	0.465246	0.741907	1.524377	0.328629	0.268959	0.325554	0.377752	0	0.245734	0	0	0.589918	0.379291
hsa-miR-34a-5p	157.239298	219.158482	351.253023	302.731877	228.933491	174.503979	166.781451	354.410351	166.012841	291.249651	127.280599	316.580429	118.60778	151.05742	262.832156	142.919066	246.977423	277.80438	197.788623	269.541777	170.620762	196.556434	310.642247	273.248495	204.862172	176.047827	551.037583	284.838401	459.170333	446.574323	291.734933	207.355184	346.704303	273.108843	123.566116	109.439545	188.251997	178.044626	183.111462	166.30588	790.024557	88.410816	120.279001	349.354048	118.102501	375.901363	169.199902	485.888521	235.570599	304.936103	33.108931	37.856542	59.888721	228.887477	109.122977	59.177304	46.73785	263.183578	163.947495	47.78459	56.651949	110.932539	159.466872	179.119936	57.35952	76.450796	110.862626	149.629636	126.946864	356.44699	90.726858	124.693847	151.58188	76.906686	97.773451	97.161888	198.217411	133.902049	58.72875	143.306782	209.869723	92.697672	86.547795	193.008215	79.514048	109.56543	94.102425	103.51719	130.575618	81.808236	49.951641	172.133842	77.481828	223.251218	78.487515	115.249468	133.639195	56.364828	184.349521	82.685503
hsa-miR-34b-3p	1.871897	0.468788	2.552711	1.857251	0.431137	0.413517	0.167116	0.282399	0.234151	1.080704	0	1.261276	0.847198	0	0	0.897451	0.551289	0.634257	0	0	0.518604	0.171665	0.539309	0.730611	0	0.469461	2.911692	0	0	0	1.116333	0.462846	0	0	0.210146	0	0	1.02916	1.02154	0.209982	0.718858	0.359394	0.188821	0.4721	0	0.40463	0.604825	2.485363	0	0	0	0	0	0.508638	0	0.332457	0	0.73928	0	0	0	0.348844	0	0	0	0.302177	0.439932	0.241728	0.362705	0	0	1.324518	0	0.420255	0	0	0	0	0	0.50195	0	0.387856	0	0.698041	0	0	0	0	0	0.508126	0.328629	1.075836	0.325554	1.133256	0	0	0.269434	0.809064	1.474796	0
hsa-miR-34b-5p	0.374379	0.234394	2.55271	1.857252	0	0	0.501347	0	0.468302	0	0.443486	0.630638	0	0.291898	0	0.897451	0.551289	0	0	0	0	0	0.539309	0.365305	0	0	5.823383	0	0.544686	0.504604	0.372111	0	1.001071	0.977134	1.68117	0	0	0.51458	0.574616	0	0.718858	0	0	0.4721	0	0	0	0.414227	0.256334	0	0.10927	0	0	0.762957	0	0	0	1.47856	0	0	0.197394	0.697688	0	0.22731	0	0	0.219966	0	0.362705	0	0.31834	1.135302	0	0.420255	0	0.614948	0.342344	0	0	0	0	0.387856	0	0	0	0	0	0	0.741907	0	0.328629	1.344796	0.651108	0.377752	0	0.491468	0	0	0.884877	0.758582
hsa-miR-34c-3p	3.369413	0.234394	12.253011	1.85725	0	0	0.334232	0	0.234151	0	0.221743	3.783829	0	0.437847	0.401884	1.121814	1.653867	0.951384	0.147383	0.565077	0.518604	0	2.157237	0.730611	0.816184	0.938922	17.470148	0	5.44686	0	2.976887	0	0.33369	0	0	0	0.38458	0.51458	9.19388	0.209982	0.718858	0.359394	0	1.4163	0.266597	0.40463	0.151206	2.071136	0.256334	0	0.10927	0	0	0.508638	0	0	0.33868	0.73928	0	0	0	0.348844	0.713498	0.909239	0	0	0.659897	0.966912	0.362705	0.65045	0.31834	1.892169	0.541364	0	0.506598	0	0.684688	0	0	0	0	0.387856	0.388107	0	0.277052	0	0	0.232623	0	0.508126	0	2.151673	0	1.511007	0.613184	0.737203	0.269434	0.539376	1.474795	0.379291
hsa-miR-34c-5p	5.61569	1.17197	11.231929	8.821942	0	0	2.005388	0.282399	0.702452	0.540352	0.665229	8.828936	0.847198	0.145949	2.00942	2.692353	0.551289	0.317128	0.884301	2.825385	2.074416	0.34333	3.775166	4.383665	2.448552	0	19.653917	0.987308	8.714977	2.018415	4.837442	1.388539	1.001071	1.954267	1.471024	0	0.96145	2.5729	6.384638	1.049911	2.156573	0.359394	0.188821	1.4163	0.533194	0.80926	0.453619	3.728044	0.769001	0.459934	1.420515	0.656472	0.704573	1.780236	0.5963	0	0.67736	0.73928	1.358681	0	0.394787	1.395378	2.497244	0.454619	0.593374	0.302177	0.659897	1.692096	2.538937	1.300901	1.273359	7.001021	1.624092	2.101275	0	0.922423	2.39641	1.08335	0	2.007801	1.299502	1.551425	0	3.141183	0	0.489131	0	0.232623	0	1.524377	0.328629	7.261896	0.976662	6.044027	0.613184	2.457345	1.077736	2.696882	1.769755	0.379291
hsa-miR-3605-3p	7.487585	5.859852	3.063253	11.607817	14.227506	9.510881	6.851743	18.073516	8.195275	3.242111	11.530647	16.396596	7.624785	6.713662	8.841448	6.282157	9.371911	6.659694	10.022075	7.346003	4.148833	9.098245	17.257903	4.748971	4.897104	6.102991	13.830533	12.341352	24.510872	3.532228	7.070107	9.256927	10.678091	12.702737	9.666736	13.310215	3.268931	19.039454	2.809242	6.929411	5.032004	8.266052	4.720526	11.330401	9.864091	13.757423	6.501873	9.941452	12.560348	6.439073	5.026439	2.625888	2.113719	4.577749	3.577802	8.643875	10.499082	14.046315	7.246299	4.801322	5.921807	6.976888	4.28099	13.411264	8.702824	7.554426	5.059208	1.692096	5.077875	7.805407	6.685137	9.460838	2.436138	4.20255	12.158356	9.224229	5.819855	7.80012	8.525141	2.258775	3.898509	6.981414	5.045387	5.933345	9.419782	6.358707	3.700658	10.700654	5.935256	14.735645	4.929438	7.799814	4.232201	4.910771	2.861525	6.63483	6.466412	3.505946	8.553818	6.068661
hsa-miR-3605-5p	0	0	0	1.392939	0	0.827034	0.167116	0	0	0	0	0	0	0	0	0	0	0	0	1.130154	0	0.171665	1.078618	0	0	0	0	0.987308	1.089372	0.504604	0	0	0.33369	0	0.210146	0	0	0	0.191539	0	0	0	0	0	0	0.40463	0.302412	0.414227	0.512668	0	0.10927	0.437648	0.704573	0.254319	0	0	0	0	0.452894	0	0	0.697689	0	0.22731	0	0	0	0	0	0.65045	0	0	0.541364	0	0	0.307474	0	0.21667	0	0.250975	0	0.387856	0	0	0	0	0	0	0.741907	0.508126	0.328629	0	0	0	0	0.245734	0.269434	0	0	0.379291
hsa-miR-3606-5p	0	0	0	0	0	0	0	0	0.234151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3607-3p	116.057577	58.129734	94.960844	99.827231	158.227101	41.76517	133.525429	177.911171	178.89113	83.75454	182.7164	221.354042	222.813188	192.652941	80.376806	190.035242	125.693867	220.721288	92.11467	126.012193	97.497577	72.614298	252.396823	176.44254	91.412603	277.920834	451.312156	253.738194	608.414308	79.727396	124.285036	77.758194	202.216371	200.800956	183.247708	359.671591	97.491073	361.235057	15.450822	89.872368	98.483502	97.755051	169.183649	117.552916	189.550512	127.053851	111.741487	107.284846	104.071452	105.32484	139.42903	87.967223	112.027134	86.214281	96.600668	172.545062	190.338202	209.955437	262.678306	211.486816	200.749231	85.466887	202.276771	106.608187	230.62484	274.376773	96.344905	32.149825	235.758465	206.192873	84.996741	50.520879	96.362768	116.830922	195.546899	309.626648	259.839404	272.787509	208.392341	109.174167	307.982194	120.23547	97.026675	92.141355	183.13166	218.886294	215.431108	196.56635	95.705993	100.60889	92.34481	63.474354	63.483011	88.016133	94.634688	81.829574	64.12526	77.670195	75.214603	79.651172
